id	Degree	Closeness	Betweenness	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASVF_280	75	0.00150375939849624	25.2745222640655	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Ascobolaceae	g__Ascobolus	NA
ASVF_283	17	0.00128700128700129	5.05883557435874	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Trimorphomycetaceae	g__Saitozyma	s__podzolica
ASVF_284	183	0.00179856115107914	229.673555645332	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_285	47	0.00144092219020173	60.3874371753493	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Pyrenochaetopsis	s__pratorum
ASVF_286	51	0.00144508670520231	56.4771047948402	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreaceae	NA	NA
ASVF_287	193	0.0018348623853211	234.893459579438	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_288	124	0.0016260162601626	137.724713314714	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Alternaria	s__subcucurbitae
ASVF_289	39	0.00141843971631206	11.9460164307083	k__Fungi	p__Ascomycota	c__Sordariomycetes	NA	NA	NA	NA
ASVF_29	112	0.00159744408945687	160.491227811556	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae	g__Didymella	NA
ASVF_290	46	0.00143061516452074	23.2471063075412	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Alternaria	s__metachromatica
ASVF_291	28	0.00138504155124654	16.0139957284707	k__Fungi	p__Rozellomycota	c__Rozellomycotina_cls_Incertae_sedis	o__GS07	NA	NA	NA
ASVF_292	6	0.00127877237851662	0.163791992409382	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreaceae	g__Trichoderma	s__turrialbense
ASVF_293	121	0.00161030595813205	104.060587414604	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA
ASVF_294	20	0.0012970168612192	2.16683933086641	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Dermateaceae	g__Oculimacula	s__yallundae
ASVF_295	140	0.00166944908180301	120.667209260451	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASVF_296	77	0.00150375939849624	27.0589657503336	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium	s__solani
ASVF_299	215	0.00191204588910134	342.690348367126	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_3	191	0.00182481751824818	467.986717733102	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium	s__oxysporum
ASVF_30	198	0.00185185185185185	241.63987962007	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Cistella	s__albidolutea
ASVF_300	195	0.00183823529411765	322.308611741448	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Melanommataceae	NA	NA
ASVF_301	47	0.00143472022955524	9.47887817478523	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Setophoma	s__terrestris
ASVF_304	28	0.00138312586445367	6.2968082206636	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Onygenales	NA	NA	NA
ASVF_306	106	0.00157728706624606	102.473048030016	k__Fungi	p__Mucoromycota	c__Mucoromycetes	o__Mucorales	f__Mucoraceae	g__Mucor	s__hiemalis
ASVF_307	44	0.00143472022955524	10.4866068696278	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Rhexocercosporidium	NA
ASVF_308	14	0.00131578947368421	12.5068287272966	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
ASVF_309	14	0.00135869565217391	1.73000788992418	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	o__Erythrobasidiales	f__Erythrobasidiales_fam_Incertae_sedis	g__Sakaguchia	s__lamellibrachiae
ASVF_31	128	0.00163934426229508	328.050645138715	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Exophiala	s__equina
ASVF_310	113	0.00158982511923688	82.2395402219788	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Bipolaris	NA
ASVF_312	35	0.0013986013986014	27.1810092160401	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Thelebolales	f__Pseudeurotiaceae	g__Pseudeurotium	s__ovale
ASVF_313	27	0.00138312586445367	12.4846788644858	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__elongata
ASVF_315	40	0.00140646976090014	13.1586569493846	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Auriculariales	NA	NA	NA
ASVF_317	12	0.00119904076738609	1.75524112919855	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Funneliformis	s__caledonium
ASVF_318	63	0.00147058823529412	29.6770591499605	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_319	15	0.00130548302872063	1.53746147021961	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
ASVF_32	159	0.00172413793103448	120.704460804697	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Trichosporonales	f__Trichosporonaceae	g__Apiotrichum	s__dulcitum
ASVF_320	36	0.00141242937853107	17.1157534050612	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Cistella	NA
ASVF_321	88	0.00152905198776758	47.7417287143849	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium	s__solani
ASVF_322	195	0.00184162062615101	270.22856949511	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
