Compare	Distance_Mean	Distance_SD	Distance_PM_Mean	Distance_PM_SD	N	p
arabidopsis_thaliana_rhizoplane_arabidopsis_thaliana_rhizoplane	0.77473822114868	0.0523840628082878	0.770138124476674	0.0616802177121246	1185921	0.472641539662811
arabidopsis_thaliana_rhizoplane_arabidopsis_thaliana_rhizosphere	0.980165061787212	0.00276470979873712	0.867836087504002	0.034139511816393	1185921	8.43225777074715e-07
arabidopsis_thaliana_rhizoplane_arabidopsis_thaliana_root	0.980783652964739	0.00248820636637025	0.906619062299187	0.0246577277242727	1185921	8.43225777074715e-07
arabidopsis_thaliana_rhizoplane_CAS	0.986906531314771	0.00292165118552816	0.818669816227678	0.0373007785054936	1185921	8.43225777074715e-07
arabidopsis_thaliana_rhizoplane_chlamydomonas_reinhardtii_phycosphere	0.994920526145035	0.000698167557842917	0.774438901663268	0.0438764279545445	1185921	8.43225777074715e-07
arabidopsis_thaliana_rhizoplane_lotus_japonicus_rhizosphere	0.985340218615479	0.00171027894383833	0.856253422199418	0.03504225557112	1185921	8.43225777074715e-07
arabidopsis_thaliana_rhizoplane_lotus_japonicus_root	0.987914295660228	0.00147093906725004	0.851464807036099	0.0394257072468937	1185921	8.43225777074715e-07
arabidopsis_thaliana_rhizosphere_arabidopsis_thaliana_rhizosphere	0.852451641829283	0.0366782134463727	0.850065628581514	0.0380655942698349	1185921	0.480520641323797
arabidopsis_thaliana_rhizosphere_arabidopsis_thaliana_root	0.971421666758421	0.00550235061204772	0.887242165392628	0.0278048100654613	1185921	8.43225777074715e-07
arabidopsis_thaliana_rhizosphere_CAS	0.944989660413874	0.0135353062155778	0.873668770100027	0.0314184895827644	1185921	0.00304910440990217
arabidopsis_thaliana_rhizosphere_chlamydomonas_reinhardtii_phycosphere	0.989725801447249	0.00137722130447582	0.850403013784988	0.0336812617917956	1185921	8.43225777074715e-07
arabidopsis_thaliana_rhizosphere_lotus_japonicus_rhizosphere	0.980404245870551	0.00256264739800316	0.8665123671667	0.0296725697548284	1185921	8.43225777074715e-07
arabidopsis_thaliana_rhizosphere_lotus_japonicus_root	0.990173762997866	0.00148587995505386	0.830075303531155	0.0315301068010692	1185921	8.43225777074715e-07
arabidopsis_thaliana_root_arabidopsis_thaliana_root	0.893948062138367	0.0265980875932003	0.897666526315686	0.0271158914085589	1185921	0.547347970608522
arabidopsis_thaliana_root_CAS	0.984979503224236	0.00322757495904032	0.865517832149894	0.0354494594732858	1185921	8.43225777074715e-07
arabidopsis_thaliana_root_chlamydomonas_reinhardtii_phycosphere	0.994147237621481	0.000937763012399964	0.879773441531609	0.0312985859155178	1185921	8.43225777074715e-07
arabidopsis_thaliana_root_lotus_japonicus_rhizosphere	0.983255136791776	0.00176749959305301	0.884221094279332	0.0256757120782405	1185921	8.43225777074715e-07
arabidopsis_thaliana_root_lotus_japonicus_root	0.982772973173365	0.00272973463335528	0.881647965554108	0.0240000814471756	1185921	8.43225777074715e-07
CAS_CAS	0.800002212071092	0.0464110935683933	0.803991869132833	0.0461655387121574	1185921	0.520248380584895
CAS_chlamydomonas_reinhardtii_phycosphere	0.983310267172908	0.00258432165768686	0.836139394981661	0.0390293348357954	1185921	8.43225777074715e-07
CAS_lotus_japonicus_rhizosphere	0.975590086472034	0.00417200576150899	0.823928739416042	0.0340380273185541	1185921	8.43225777074715e-07
CAS_lotus_japonicus_root	0.991745471576108	0.00115904878936654	0.788968339881806	0.0376216345214501	1185921	8.43225777074715e-07
chlamydomonas_reinhardtii_phycosphere_chlamydomonas_reinhardtii_phycosphere	0.735904528234922	0.0575133164360511	0.743491790354038	0.0688663814261347	1185921	0.526468857142375
chlamydomonas_reinhardtii_phycosphere_lotus_japonicus_rhizosphere	0.993470923991197	0.000783353782359538	0.809528688442302	0.0382785747508882	1185921	8.43225777074715e-07
chlamydomonas_reinhardtii_phycosphere_lotus_japonicus_root	0.996706089509965	0.000550030985840796	0.778119761500726	0.0409979940739177	1185921	8.43225777074715e-07
lotus_japonicus_rhizosphere_lotus_japonicus_rhizosphere	0.822176395621501	0.043616461854188	0.817645829836317	0.045308107088488	1185921	0.472456873217632
lotus_japonicus_rhizosphere_lotus_japonicus_root	0.943949279603305	0.0101582772361957	0.859030345952322	0.0365083620501399	1185921	0.0023576592727009
lotus_japonicus_root_lotus_japonicus_root	0.813609399676495	0.0403203450005119	0.820621685593151	0.0441347576792116	1185921	0.551344860791857
