Group	Accu_BS	Accu_PM	Accu_Diff	Avg_BS	Avg_PM	Diff	P_value	FDR
Sphingomonadaceae	1080.60389236192	841.774601458338	238.829290903585	0.992290075630784	0.772979432009493	0.219310643621291	0	0
Entotheonellaceae	1089	851.774212001911	237.225787998089	1	0.782161810837383	0.217838189162617	1.12830187967553e-262	1.82967872379816e-262
Flavobacteriaceae	1074.26357796404	838.750478393347	235.513099570695	0.986467932014731	0.770202459498023	0.216265472516708	0	0
Unassigned	1085.01018405587	852.099838019224	232.910346036644	0.996336257167923	0.782460824627387	0.213875432540536	0	0
Oxalobacteraceae	1071.14638157999	840.03786361597	231.108517964023	0.983605492727267	0.771384631419624	0.212220861307643	0	0
Moraxellaceae	1079.33590862727	848.773964460747	230.561944166522	0.991125719584269	0.779406762590218	0.211718956994051	0	0
Roseiflexaceae	1079.67627551534	853.915256903195	225.761018612143	0.991438269527399	0.784127875944164	0.207310393583235	0	0
Paenibacillaceae	1085.00935194102	859.681143387657	225.328208553365	0.99633549305879	0.789422537546058	0.206912955512731	0	0
Haliangiaceae	1072.61824235675	852.46612546945	220.152116887296	0.984957063688472	0.782797176739623	0.202159886948849	0	0
Hymenobacteraceae	1083.73367242145	865.167557154607	218.566115266847	0.995164070175808	0.794460566716811	0.200703503458996	0	0
TRA3-20	1087.07766383652	868.822770112057	218.254893724459	0.998234769363192	0.797817052444497	0.200417716918695	0	0
Microscillaceae	1059.53805874387	844.525433560707	215.01262518316	0.972945875797858	0.775505448632421	0.197440427165436	0	0
Caulobacteraceae	1073.37628558396	858.50495619206	214.871329391897	0.985653154806205	0.788342475842112	0.197310678964093	0	0
Bacteriovoracaceae	1084.43753026815	869.985431073379	214.452099194776	0.995810404286643	0.798884693363984	0.196925710922659	0	0
Sandaracinaceae	1065.0325131285	852.529494023406	212.503019105093	0.977991288455921	0.782855366412677	0.195135922043244	0	0
Burkholderiaceae	1079.0860308936	866.795112838424	212.290918055179	0.990896263446834	0.795955108207919	0.194941155238915	0	0
Clostridiaceae	1089	878.778644107407	210.221355892593	1	0.806959269152807	0.193040730847193	0	0
Rhizobiales_Incertae_Sedis	1077.54644785887	868.063245558876	209.483202299993	0.989482504920908	0.797119601064166	0.192362903856743	0	0
67-14	1087.38533756385	880.520935723476	206.864401840379	0.998517298038434	0.808559169626699	0.189958128411734	0	0
Ilumatobacteraceae	1082.1495837821	878.893081667551	203.256502114545	0.993709443326075	0.807064354148348	0.186645089177727	0	0
Peptostreptococcaceae	1089	886.709322982194	202.290677017806	1	0.814241802554815	0.185758197445185	3.60221728871158e-282	6.00369548118597e-282
Geobacteraceae	1089	892.194980199956	196.805019800044	1	0.819279137006387	0.180720862993613	0	0
BIrii41	1079.92006532922	885.745567496181	194.174497833038	0.991662135288539	0.813356811291259	0.17830532399728	0	0
Pedosphaeraceae	1083.67160956061	889.890097861187	193.781511699421	0.995107079486325	0.81716262429861	0.177944455187714	0	0
Pseudomonadaceae	1067.53925161559	873.771853248973	193.767398366614	0.980293160344892	0.802361665058745	0.177931495286147	0	0
Xanthomonadaceae	1069.62878083986	876.319649304498	193.309131535363	0.982211919963142	0.804701239030761	0.177510680932381	0	0
Intrasporangiaceae	1082.98943504721	892.304651756507	190.684783290702	0.994480656609008	0.819379845506434	0.175100811102573	0	0
Nocardioidaceae	1078.59977413657	887.923684347497	190.676089789077	0.990449746681887	0.815356918592743	0.175092828089144	0	0
Polyangiaceae	1080.20643248288	889.828348639092	190.378083843788	0.991925098698696	0.817105921615328	0.174819177083368	0	0
Hyphomicrobiaceae	1080.73339345063	891.072250731607	189.66114271902	0.992408993067609	0.818248164124524	0.174160828943085	0	0
Rhodobacteraceae	792	605.594608699117	186.405391300883	0.727272727272727	0.556101569053367	0.17117115821936	1.67355913683608e-26	2.07038243732299e-26
Solibacteraceae	1088.45691607089	903.036695720625	185.420220350265	0.999501300340578	0.829234798641529	0.17026650169905	0	0
Bryobacteraceae	1089	904.817536060734	184.182463939266	1	0.830870097392777	0.169129902607223	0	0
Xanthobacteraceae	1078.38507466065	895.24463895869	183.140435701961	0.990252593811433	0.822079558272442	0.168173035538991	0	0
Leptospiraceae	1058.68760618351	877.146733708637	181.540872474873	0.972164927624894	0.805460728841723	0.16670419878317	0	0
Planococcaceae	1088.27995399737	908.646517603936	179.633436393432	0.999338800732202	0.834386150233183	0.16495265049902	0	0
Nannocystaceae	825	645.407214938945	179.592785061055	0.757575757575758	0.592660436123916	0.164915321451841	7.80496735629167e-29	9.75620919536459e-29
Mycobacteriaceae	1086.40066999614	909.473417344988	176.927252651151	0.997613103761376	0.8351454704729	0.162467633288477	0	0
Fibrobacteraceae	1075.53440129425	900.323119175036	175.211282119217	0.987634895587009	0.826742992814542	0.160891902772468	8.05945351927013e-289	1.38162060330345e-288
Streptosporangiaceae	1089	918.14728812602	170.85271187398	1	0.843110457415997	0.156889542584003	4.02302364895102e-275	6.61318955991948e-275
Acidobacteriae_fa	1029.4905730264	859.661122943708	169.829450082697	0.945354061548581	0.789404153300007	0.155949908248574	3.7723087962088e-83	5.2031845464949e-83
Gracilibacteraceae	1089	921.223890707334	167.776109292666	1	0.845935620484237	0.154064379515763	1.53187714602987e-246	2.41875338846822e-246
Unknown_Family	1070.13542418101	904.251781443484	165.883642737529	0.982677157191013	0.83035057983791	0.152326577353103	0	0
Latescibacteraceae	858	696.117769432631	161.882230567369	0.787878787878788	0.639226601866511	0.148652186012276	6.48871148462742e-32	8.28346146973713e-32
AKYH767	1089	930.711855242341	158.288144757659	1	0.854648168266613	0.145351831733387	2.08147575166968e-240	3.24385831429041e-240
Microbacteriaceae	1077.50011074806	919.424693180006	158.075417568056	0.989439954773244	0.84428346481176	0.145156489961484	0	0
Sutterellaceae	1089	932.124310998775	156.875689001225	1	0.855945189163246	0.144054810836754	2.36186892864687e-231	3.63364450561057e-231
Frankiaceae	594	443.964220670196	150.035779329804	0.545454545454545	0.407680643406975	0.13777390204757	4.7313720836257e-12	5.56632009838318e-12
Microtrichaceae	961.232597846805	811.274625230343	149.957972616462	0.882674561842796	0.744972107649535	0.137702454193262	3.24239395702349e-17	3.89087274842819e-17
Deinococcaceae	495	351.27350160414	143.72649839586	0.454545454545455	0.322565198901873	0.131980255643581	2.14492368297636e-10	2.49894021317634e-10
B1-7BS	957	813.398075510378	143.601924489622	0.878787878787879	0.746922016079318	0.13186586270856	8.31098916411135e-67	1.133316704197e-66
Solirubrobacteraceae	1089	947.594251205354	141.405748794646	1	0.870150827553126	0.129849172446874	0	0
env.OPS_17	1062.72307689806	921.320860897106	141.402216000956	0.975870594029442	0.846024665653908	0.129845928375534	0	0
Beijerinckiaceae	1079.45833111528	941.340461330857	138.117869784419	0.991238136928628	0.86440813712659	0.126829999802038	0	0
Devosiaceae	1076.99167941863	942.530701129171	134.460978289454	0.988973075682852	0.865501102965263	0.123471972717589	0	0
Pseudohongiellaceae	1038.49331529657	904.738138956311	133.755176340261	0.953621042512922	0.830797189124253	0.122823853388669	8.49635824903875e-53	1.12039888998313e-52
Geodermatophilaceae	1089	958.073120209192	130.926879790808	1	0.879773296794483	0.120226703205517	2.44973188952407e-256	3.91957102323851e-256
Micropepsaceae	1075.30641275872	945.540044100444	129.766368658277	0.987425539723344	0.868264503306193	0.11916103641715	2.92944675409835e-306	5.09469000712756e-306
Nakamurellaceae	1089	962.507008127377	126.492991872623	1	0.883844819217058	0.116155180782942	3.19618006006565e-207	4.79427009009847e-207
Pseudonocardiaceae	1077.50569001529	954.84283888234	122.662851132953	0.989445078067304	0.876807014584334	0.112638063482969	0	0
Reyranellaceae	1082.74072607538	964.334351430058	118.406374645322	0.994252273714766	0.885522820413276	0.10872945330149	1.30526185006585e-211	1.98267622794813e-211
Salisediminibacteriaceae	858	739.872095808575	118.127904191425	0.787878787878788	0.679405046656176	0.108473741222612	6.32420880536567e-29	7.9884742804619e-29
Saprospiraceae	231	348.012057792166	-117.012057792166	0.212121212121212	0.319570301002907	-0.107449088881695	1.43103225938832e-09	1.63546543930094e-09
Rhodanobacteraceae	1068.76236806221	951.988050350037	116.774317712169	0.981416315943256	0.874185537511512	0.107230778431743	0	0
Promicromonosporaceae	330	214.391001050968	115.608998949032	0.303030303030303	0.196869606107409	0.106160696922894	3.45900794002731e-08	3.87926124115212e-08
Hyphomonadaceae	1070.82139316043	955.948841925731	114.872551234703	0.983307064426477	0.877822628030975	0.105484436395503	7.67181721876011e-168	1.13656551389039e-167
Alcaligenaceae	1059.43062084634	946.040385503733	113.390235342608	0.972847218408027	0.868723953630608	0.104123264777418	1.20950918135068e-60	1.63079889620316e-60
Phycisphaeraceae	1060.93866405358	950.437644123123	110.501019930458	0.97423201474158	0.872761840333446	0.101470174408134	9.11590052683844e-104	1.30227150383406e-103
Geminicoccaceae	528	418.717389925347	109.282610074653	0.484848484848485	0.38449714410041	0.100351340748075	7.04153049495441e-07	7.75214366416999e-07
Micromonosporaceae	1074.92355816498	965.838271477758	109.085286687217	0.98707397443983	0.886903830558088	0.100170143881742	0	0
Erwiniaceae	627	523.733150527334	103.266849472666	0.575757575757576	0.480930349428222	0.0948272263293533	6.71559507329048e-07	7.46177230365609e-07
Rubrobacteriaceae	726	624.345575540666	101.654424459334	0.666666666666667	0.573320087732476	0.0933465789341908	2.45882535477978e-10	2.83710617859205e-10
