Group	Accu_BS	Accu_PM	Accu_Diff	Avg_BS	Avg_PM	Diff	P_value	FDR
32	1075.28464753837	976.305531484149	98.9791160542192	0.987405553295104	0.896515639563039	0.0908899137320655	9.16041477291058e-212	1.70485497162502e-211
118	1087.11894377849	989.816610110683	97.3023336678069	0.998272675645996	0.90892250698869	0.0893501686573066	1.78396907237937e-58	2.43930464998812e-58
125	1083.28364595997	988.533434353452	94.7502116065226	0.994750822736432	0.90774420050822	0.0870066222282119	6.88971390625452e-144	1.09907340885489e-143
91	1089	994.339961431011	94.6600385689893	1	0.913076181295694	0.0869238187043061	1.33349935187006e-169	2.29088350193062e-169
44	1082.68155609999	988.690532242804	93.9910238571852	0.994197939485757	0.907888459359783	0.0863094801259736	3.61695722301785e-170	6.29444503745963e-170
42	1072.50956785734	983.10098967381	89.4085781835304	0.984857270759725	0.902755729728017	0.0821015410317083	2.19931008551415e-80	3.16889840278383e-80
127	1082.77265945511	993.670181702187	89.1024777529199	0.994281597295782	0.912461140222394	0.0818204570733884	2.36645056384048e-88	3.52338195060694e-88
87	1061.02502363153	973.945102501059	87.07992113047	0.97431131646605	0.894348119835683	0.0799631966303673	8.94119134460519e-25	1.10937003720101e-24
74	538	450.994404902569	87.0055950974311	0.494031221303949	0.414136276310899	0.0798949449930497	0.000331343654253382	0.000358064916693171
113	1084.90152912778	999.823210298078	85.0783188297062	0.996236482211005	0.918111304222294	0.078125177988711	5.5348847618008e-160	9.15647602569515e-160
114	1017.923594714	936.274463121338	81.6491315926658	0.934732410205697	0.859756164482404	0.0749762457232926	1.78652923799336e-11	2.01172199908496e-11
8	1066.19963978849	985.964892736572	80.2347470519222	0.97906303010881	0.90538557643395	0.0736774536748598	1.18168789344076e-22	1.43951070655511e-22
83	1073	994.982593846929	78.017406153071	0.985307621671258	0.913666293707005	0.0716413279642526	1.35490803534463e-183	2.38891679916027e-183
89	1030.79907363201	953.361710781415	77.4373628505994	0.946555623169894	0.875446933683577	0.0711086894863171	4.90125789114691e-52	6.56768557413686e-52
105	1077.61114141753	1001.38421212943	76.2269292880968	0.989541911310859	0.919544731064672	0.0699971802461864	2.08825385789381e-28	2.6650096853121e-28
70	1075.58874234332	999.86115784841	75.727584494907	0.987684795540236	0.918146150457677	0.0695386450825592	1.06068594952448e-71	1.51204167272639e-71
109	396	322.978573440903	73.0214265590974	0.363636363636364	0.296582712066945	0.0670536515694191	0.00128551934781947	0.00137807674086247
116	1075.95268284857	1004.27441053766	71.6782723109095	0.988018992514754	0.922198724093349	0.0658202684214045	5.0454478527981e-59	6.97000012654583e-59
90	1062.69236433948	992.877236880636	69.815127458846	0.97584239149631	0.911732999890391	0.0641093916059191	8.12165051082927e-39	1.046443431203e-38
80	825	761.772982059391	63.2270179406091	0.757575757575758	0.699516053314408	0.0580597042613491	6.74983210549001e-12	7.66506357742086e-12
93	557	495.267864053218	61.7321359467818	0.51147842056933	0.454791427046114	0.0566869935232156	0.00796976071204445	0.00847577726519013
78	858.243148259346	798.244827828706	59.9983204306391	0.788102064517305	0.733007188088803	0.0550948764285024	0.0291143420602147	0.0300101679697598
77	996.913062938426	991.068933768804	5.84412916962208	0.915438992597269	0.910072482799637	0.00536650979763265	1.29149963748055e-26	1.61739206936817e-26
